,worker,true_prob_idx,coords,h1Gd_lit,H_lit,KL_lit,dGh1_lit,h1Gd_prag,H_prag,KL_prag,dGh1_prag,log dGh1_lit,log dGh1_prag
0,A110KENBXU7SUJ,47,"(0, 4)",0.041666666666666664,0.6931471805599453,0.6931471805599453,0.5,0.7449784974666794,0.5677848843675944,0.8185094767522961,0.08193144899867792,-0.6931471805599453,-2.501872369171576
1,A110KENBXU7SUJ,47,"(5, 1)",0.0036231884057971015,0.0,0.6931471805599453,1.0,1.0,0.0,0.2943999234799393,0.0055865927300237225,0.0,-5.187385707166514
2,A110KENBXU7SUJ,60,"(4, 4)",0.08333333333333333,0.6782093939033127,0.7080849672165778,0.5,0.8571410015762371,0.41011964300341197,0.9761747181164788,0.1428567368774301,-0.6931471805599453,-1.9459129909173407
3,A110KENBXU7SUJ,60,"(4, 2)",0.015151515151515152,0.6318405813920605,0.016045081873357056,0.5,0.9999999999953824,1.251425657378866e-10,0.15415284454045605,0.02352941177460016,-0.6931471805599453,-3.7495040755098645
4,A110KENBXU7SUJ,62,"(5, 0)",0.08333333333333333,1.3466431673159727,0.03965119380391761,0.25,0.5804011636528771,0.9749365283937329,0.4113578327261577,0.08333333333333334,-1.3862943611198906,-2.4849066497880004
5,A110KENBXU7SUJ,63,"(2, 2)",0.05263157894736842,1.0894141224386467,0.29688023868124397,0.3333333333333333,0.5970369536503348,0.9508162462241355,0.4354781148957552,0.06823279470381233,-1.0986122886681098,-2.684829968949495
6,A110KENBXU7SUJ,63,"(5, 4)",0.005847953216374269,1.0591727047095127,0.010419702159063945,0.3333333333333333,0.980870916993868,0.10649163286067365,0.4293550577794605,0.007755484127060556,-1.0986122886681098,-4.859355056570307
7,A110KENBXU7SUJ,63,"(5, 1)",0.0010319917440660474,1.0051134222647005,0.011420928828101508,0.3333333333333333,0.999999999987024,3.3978053887868246e-10,0.019314410885524415,0.0012091898147641566,-1.0986122886681098,-6.717804718213734
8,A110KENBXU7SUJ,64,"(1, 3)",0.05555555555555555,0.6730116670092565,0.713282694110634,0.5,0.4638002240340902,0.6905240385718958,0.6957703225479948,0.0927600448068179,-0.6931471805599453,-2.3777392835546265
9,A110KENBXU7SUJ,64,"(4, 0)",0.006535947712418301,0.0,0.9162907318741551,1.0,1.0,0.0,0.7683013711205243,0.022988504715278035,0.0,-3.772760982980045
10,A110KENBXU7SUJ,66,"(4, 1)",0.1,0.6917614988524178,0.6945328622674729,0.5,0.4988911921517306,0.6931447216482411,0.6931496394716496,0.12537317557212982,-0.6931471805599453,-2.076460584573574
11,A110KENBXU7SUJ,66,"(5, 4)",0.022222222222222223,0.0,0.7472144018302211,1.0,1.0,0.0,0.6953672588075076,0.04918032786885276,0.0,-3.0122615755051956
12,A110KENBXU7SUJ,70,"(4, 1)",0.125,1.0766523190490165,0.3096420420708741,0.3333333333333333,0.31873971184513467,1.0404525817531542,0.3458417793667364,0.12749588473805387,-1.0986122886681098,-2.0596711914688393
13,A110KENBXU7SUJ,70,"(0, 3)",0.03571428571428571,1.0002575924348784,0.02771703970703543,0.3333333333333333,0.18313437331062535,0.6466766665106445,0.20198478635634182,0.016278611933940465,-1.0986122886681098,-4.117903184085726
14,A110KENBXU7SUJ,71,"(1, 4)",0.16666666666666666,1.0766523190490165,0.3096420420708741,0.3333333333333333,0.4787802720361809,1.0404525817531542,0.3458417793667363,0.19151210881447236,-1.0986122886681098,-1.652804240953291
