,worker,true_prob_idx,coords,h1Gd_lit,H_lit,KL_lit,dGh1_lit,h1Gd_prag,H_prag,KL_prag,dGh1_prag,log dGh1_lit,log dGh1_prag
0,A110KENBXU7SUJ,47,"(0, 4)",0.5,0.6931471805599453,0.6931471805599453,0.041666666666666664,0.4876817488198014,0.6928436712284541,0.6934506898914365,0.07739916006920142,-3.1780538303479458,-2.55877935026444
1,A110KENBXU7SUJ,47,"(5, 1)",1.0,0.0,0.6931471805599453,0.0036231884057971015,1.0,0.0,0.7180922399317315,0.009359067122974555,-5.62040086571715,-4.671409659808529
2,A110KENBXU7SUJ,60,"(4, 4)",0.5,0.6931471805599453,0.6931471805599453,0.08333333333333333,0.5,0.6931471805599453,0.6931471805599453,0.16666525539739932,-2.4849066497880004,-1.7917679368795096
3,A110KENBXU7SUJ,60,"(4, 2)",0.5,0.6931471805599453,0.0,0.015151515151515152,0.5,0.6931471805599453,0.0,0.02978154520059467,-4.189654742026425,-3.5138663658798
4,A110KENBXU7SUJ,62,"(5, 0)",0.25,1.3862943611198906,0.0,0.08333333333333333,0.25,1.3862943611198906,0.0,0.08333333333333333,-2.4849066497880004,-2.4849066497880004
5,A110KENBXU7SUJ,63,"(2, 2)",0.3333333333333333,1.0986122886681096,0.28768207245178085,0.05263157894736842,0.29822267894765014,1.0957858235584292,0.2905085375614612,0.06278372187031242,-2.9444389791664407,-2.768059444994381
6,A110KENBXU7SUJ,63,"(5, 4)",0.3333333333333333,1.0986122886681096,0.0,0.005847953216374269,0.25562856872824286,1.0843936533684926,0.004465153321941719,0.00597961370589145,-5.14166355650266,-5.119399310783131
7,A110KENBXU7SUJ,63,"(5, 1)",0.3333333333333333,1.0986122886681096,0.0,0.0010319917440660474,0.20442975055863044,1.0579296517142653,0.007230270767022415,0.0008438478661130407,-6.876264611890766,-7.077538333036485
8,A110KENBXU7SUJ,64,"(1, 3)",0.5,0.6931471805599453,0.6931471805599453,0.05555555555555555,0.30271630761215923,0.6131482863546278,0.7731460747652628,0.06727285241715879,-2.890371757896165,-2.6989985053289596
9,A110KENBXU7SUJ,64,"(4, 0)",1.0,0.0,0.6931471805599453,0.006535947712418301,1.0,0.0,1.1949591905629935,0.025078895951471097,-5.030437921392435,-3.6857285852600934
10,A110KENBXU7SUJ,66,"(4, 1)",0.5,0.6931471805599453,0.6931471805599453,0.1,0.4037088300109162,0.6744868402506523,0.7118075208692385,0.16148347457643308,-2.3025850929940455,-1.8233524661590748
11,A110KENBXU7SUJ,66,"(5, 4)",1.0,0.0,0.6931471805599453,0.022222222222222223,1.0,0.0,0.9070613786576746,0.08855638478945235,-3.8066624897703196,-2.424115813575658
12,A110KENBXU7SUJ,70,"(4, 1)",0.3333333333333333,1.0986122886681096,0.28768207245178085,0.125,0.29289321881345254,1.0843916958452147,0.30190266527467585,0.1464466094067262,-2.0794415416798357,-1.9210943578594613
13,A110KENBXU7SUJ,70,"(0, 3)",0.3333333333333333,1.0986122886681096,0.0,0.03571428571428571,0.22843364675791233,1.0060979674860724,0.0336137577287441,0.032633378273851786,-3.332204510175204,-3.4224196409793333
14,A110KENBXU7SUJ,71,"(1, 4)",0.3333333333333333,1.0986122886681096,0.28768207245178085,0.16666666666666666,0.33333333333333337,1.0986122886681096,0.28768207245178107,0.2222222201804726,-1.791759469228055,-1.5040774059641473
15,A110KENBXU7SUJ,71,"(4, 1)",0.3333333333333333,1.0986122886681096,0.0,0.06666666666666667,0.3333333333333333,1.0986122886681096,-1.1102230246251565e-16,0.08887151420380504,-2.70805020110221,-2.4205636129634356
16,A110KENBXU7SUJ,72,"(0, 3)",0.5,0.6931471805599453,0.6931471805599453,0.08333333333333333,0.5,0.6931471805599453,0.6931471805599453,0.16666635925601517,-2.4849066497880004,-1.791761313693665
17,A110KENBXU7SUJ,72,"(4, 4)",0.5,0.6931471805599453,0.0,0.015151515151515152,0.5,0.6931471805599453,0.0,0.0301354045816756,-4.189654742026425,-3.5020545664967813
18,A110KENBXU7SUJ,74,"(3, 3)",0.25,1.3862943611198906,0.0,0.16666666666666666,0.1666676075101893,1.242456425744834,0.14383793537505662,0.11111236557622284,-1.791759469228055,-2.1972132872139474
19,A110KENBXU7SUJ,74,"(2, 2)",0.3333333333333333,1.0986122886681096,0.28768207245178085,0.06666666666666667,0.3333333333333333,1.0986122886681096,0.6931415355147427,0.08302368629666004,-2.70805020110221,-2.488629334829636
20,A110KENBXU7SUJ,77,"(4, 3)",0.3333333333333333,1.0986122886681096,0.28768207245178085,0.08333333333333333,0.21445601155226357,1.0604912811738287,0.32580307994606195,0.07148533798581837,-2.4849066497880004,-2.638262913445902
21,A110KENBXU7SUJ,77,"(5, 2)",1.0,0.0,1.0986122886681098,0.015151515151515152,1.0,0.0,1.5396506359931066,0.06017101756910708,-4.189654742026425,-2.8105644783238697
22,A110KENBXU7SUJ,79,"(3, 4)",0.25,1.3862943611198906,0.0,0.08333333333333333,0.25,1.3862943611198906,0.0,0.08333333333333333,-2.4849066497880004,-2.4849066497880004
