,worker,true_prob_idx,coords,h1Gd_lit,H_lit,KL_lit,dGh1_lit,h1Gd_prag,H_prag,KL_prag,dGh1_prag,posterior,log dGh1_lit,log dGh1_prag
0,A10249252O9I20MRSOBVF,47,"(0, 1)",0.041666666666666664,0.6931471805599453,0.6931471805599453,0.5,0.7449784974666794,0.5677848843675944,0.8185094767522961,0.08193144899867792,0.16,-0.6931471805599453,-2.501872369171576
1,A10249252O9I20MRSOBVF,47,"(5, 4)",0.0036231884057971015,0.0,0.6931471805599453,1.0,1.0,0.0,0.2943999234799393,0.0055865927300237225,0.24,0.0,-5.187385707166514
2,A10249252O9I20MRSOBVF,47,"(5, 1)",0.0004940711462450593,0.0,0.0,1.0,1.0,0.0,0.0,0.0006142651256728865,0.37,0.0,-7.395083922246083
3,A10249252O9I20MRSOBVF,47,"(0, 4)",9.410878976096367e-05,0.0,0.0,1.0,1.0,0.0,0.0,0.00010568543114619047,0.55,0.0,-9.155043506695742
4,A10249252O9I20MRSOBVF,58,"(4, 0)",0.08333333333333333,1.3250696163635913,0.0612247447562992,0.25,0.6248534187294649,0.8177603151695774,0.5685340459503135,0.08333333333333333,0.2,-1.3862943611198906,-2.4849066497880004
5,A10249252O9I20MRSOBVF,58,"(5, 0)",0.015151515151515152,1.1562359970476126,0.05687894451778991,0.25,0.909086013854846,0.30464736890184757,0.22339232745543183,0.015151515151515148,0.2,-1.3862943611198906,-4.189654742026426
6,A10249252O9I20MRSOBVF,58,"(4, 5)",0.004545454545454545,0.9344759816926445,0.045261044564447045,0.25,0.9999999999097072,2.1785815423453866e-09,0.0953155626078119,0.004545454545454546,0.2,-1.3862943611198906,-5.393627546352361
7,A10249252O9I20MRSOBVF,58,"(5, 5)",0.00202020202020202,0.7162020073305839,0.03260301618630272,0.25,1.0,1.1140301292144229e-20,9.029288427048107e-11,0.00202020202020202,0.45,-1.3862943611198906,-6.20455776256869
8,A10249252O9I20MRSOBVF,59,"(0, 2)",0.0625,0.6554817739013927,0.7308125872184978,0.5,1.0,1.2754819176528025e-16,1.3862943611198904,0.18749999974966441,0.49,-0.6931471805599453,-1.6739764349067947
9,A10249252O9I20MRSOBVF,59,"(5, 3)",0.008333333333333333,0.5521884001610994,0.034643901397722346,0.5,1.0,2.8204292729548167e-27,-1.0803673791665758e-27,0.014285714285714285,0.49,-0.6931471805599453,-4.248495242049359
10,A10249252O9I20MRSOBVF,59,"(2, 5)",0.0017857142857142857,0.4156816861024514,0.027528203016123562,0.5,1.0,8.78426953239298e-38,-2.3970609198629616e-38,0.0022123893805309734,0.49,-0.6931471805599453,-6.113682179832232
11,A10249252O9I20MRSOBVF,59,"(3, 0)",0.0005494505494505495,0.2827388800668725,0.01926743024870165,0.5,1.0,5.902315541652355e-51,-1.5007013109441564e-51,0.000594883997620464,0.54,-0.6931471805599453,-7.427144133408616
12,A10249252O9I20MRSOBVF,60,"(4, 4)",0.08333333333333333,0.6782093939033127,0.7080849672165778,0.5,0.8571410015762371,0.41011964300341197,0.9761747181164788,0.1428567368774301,0.49,-0.6931471805599453,-1.9459129909173407
13,A10249252O9I20MRSOBVF,60,"(4, 2)",0.015151515151515152,0.6318405813920605,0.016045081873357056,0.5,0.9999999999953824,1.251425657378866e-10,0.15415284454045605,0.02352941177460016,0.49,-0.6931471805599453,-3.7495040755098645
14,A10249252O9I20MRSOBVF,60,"(1, 2)",0.004545454545454545,0.5561490267096184,0.01619715341788759,0.5,1.0,3.357728689709637e-23,4.617639603992427e-12,0.006644408423702171,0.49,-0.6931471805599453,-5.013979616558412
15,A10249252O9I20MRSOBVF,60,"(1, 4)",0.00202020202020202,0.45931653857564547,0.015277704717575863,0.5,1.0,5.287733461161665e-34,-1.6478403638118824e-34,0.0027094514789249577,0.49,-0.6931471805599453,-5.911009070878201
16,A10249252O9I20MRSOBVF,61,"(1, 3)",0.0625,0.6730116670092563,0.7132826941106344,0.5,0.8431996559668016,0.434325825294355,0.9519685358255355,0.12491846759272465,0.22,-0.6931471805599453,-2.0800940137516535
17,A10249252O9I20MRSOBVF,61,"(5, 1)",0.008333333333333333,0.6134100494570591,0.02028378888716309,0.5,0.9999999999992455,2.181609549664524e-11,0.17055150918358714,0.014493250771853669,0.22,-0.6931471805599453,-4.2340722019277
18,A10249252O9I20MRSOBVF,61,"(2, 0)",0.0017857142857142857,0.5227228879547997,0.018797078652058083,0.5,1.0,5.506490095971741e-26,7.545075675349413e-13,0.0028361235625065976,0.43,-0.6931471805599453,-5.865317101971314
19,A10249252O9I20MRSOBVF,61,"(5, 3)",0.0005494505494505495,0.41611655204651554,0.01603857948817186,0.5,1.0,1.0666613815494775e-37,-3.2530158935048287e-38,0.0007547168801956912,0.47,-0.6931471805599453,-7.189167872161041
20,A10249252O9I20MRSOBVF,64,"(4, 0)",0.05555555555555555,0.6730116670092565,0.713282694110634,0.5,0.38290398732475317,0.6654678887595078,0.720826472360383,0.07658079746495076,0.28,-0.6931471805599453,-2.5694089194986898
21,A10249252O9I20MRSOBVF,64,"(4, 5)",0.006535947712418301,0.6120205200138218,0.021000067839560946,0.5,0.12300063571812311,0.3728612197145519,0.16857030203900616,0.0028276005854767777,0.34,-0.6931471805599453,-5.8683267766096465
22,A10249252O9I20MRSOBVF,64,"(1, 2)",0.0012254901960784314,0.0,1.1994169877900753,1.0,1.0,0.0,2.0955657551830504,0.002717391304347825,0.4,0.0,-5.908082938168931
23,A10249252O9I20MRSOBVF,64,"(1, 3)",0.000326797385620915,0.0,0.0,1.0,1.0,0.0,0.0,0.0005,0.82,0.0,-7.600902459542082
24,A10249252O9I20MRSOBVF,65,"(2, 4)",0.058823529411764705,1.0957895522009482,0.29050480891894237,0.3333333333333333,0.41824811751133717,1.050013553916678,0.3362808072032125,0.06970801909188142,0.25,-1.0986122886681098,-2.6634399163001294
25,A10249252O9I20MRSOBVF,65,"(3, 1)",0.007352941176470588,1.0872110060220903,0.002942434792766277,0.3333333333333333,0.44444443925731236,0.9497732193665733,0.03358861544317665,0.006410256374157689,0.32,-1.0986122886681098,-5.049856012880937
26,A10249252O9I20MRSOBVF,65,"(5, 4)",0.0014705882352941176,1.0728602307229784,0.0030370054253328893,0.3333333333333333,0.5036754044063849,0.7106106967168029,0.09301532565179473,0.001132568195029447,0.45,-1.0986122886681098,-6.783267486058475
27,A10249252O9I20MRSOBVF,65,"(5, 0)",0.0004201680672268908,0.0,0.954161005929565,1.0,1.0,0.0,0.6858232572691151,0.0005901445879572841,0.5,0.0,-7.435142986753488
28,A10249252O9I20MRSOBVF,66,"(4, 4)",0.1,0.6917614988524178,0.6945328622674729,0.5,0.4988911921517307,0.6931447216482411,0.6931496394716496,0.12537317557212985,0.57,-0.6931471805599453,-2.0764605845735735
29,A10249252O9I20MRSOBVF,66,"(5, 1)",0.022222222222222223,0.0,0.7472144018302211,1.0,1.0,0.0,0.6953672588075074,0.04918032786885276,0.57,0.0,-3.0122615755051956
30,A10249252O9I20MRSOBVF,66,"(5, 4)",0.008333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.017045454545454548,0.67,0.0,-4.071871706370042
31,A10249252O9I20MRSOBVF,66,"(4, 1)",0.004761904761904762,0.0,0.0,1.0,1.0,0.0,0.0,0.009316769451203142,0.67,0.0,-4.675939335780498
32,A10249252O9I20MRSOBVF,70,"(1, 4)",0.125,1.0766523190490165,0.3096420420708741,0.3333333333333333,0.31873971184513467,1.0404525817531542,0.3458417793667364,0.12749588473805387,0.28,-1.0986122886681098,-2.0596711914688393
33,A10249252O9I20MRSOBVF,70,"(4, 3)",0.03571428571428571,0.6657808339624993,0.5619058739987444,0.5,0.8072310892540685,0.49021309671928864,0.7406330992548315,0.07175387466512308,0.34,-0.6931471805599453,-2.6345134234991114
34,A10249252O9I20MRSOBVF,70,"(4, 1)",0.017857142857142856,0.6254913597255729,0.009269494250944657,0.5,0.9791994422473342,0.10113860039968925,0.1427955457188921,0.029390429315693887,0.51,-0.6931471805599453,-3.527086191114826
35,A10249252O9I20MRSOBVF,70,"(1, 2)",0.014285714285714285,0.5623351446188084,0.011192120649021323,0.5,0.999999999987957,3.1483536788768897e-10,0.021019936556142156,0.01838195345425009,0.5,-0.6931471805599453,-3.9963858861868373
36,A10249252O9I20MRSOBVF,71,"(1, 4)",0.16666666666666666,1.0766523190490165,0.3096420420708741,0.3333333333333333,0.4787802720361809,1.0404525817531542,0.3458417793667363,0.19151210881447236,0.29,-1.0986122886681098,-1.652804240953291
37,A10249252O9I20MRSOBVF,71,"(4, 1)",0.06666666666666667,1.0002575924348784,0.027717039707035422,0.3333333333333333,0.77313265587943,0.6466766665106443,0.20198478635634218,0.06872290685250494,0.23,-1.0986122886681098,-2.677672702251614
38,A10249252O9I20MRSOBVF,71,"(3, 0)",0.05,0.858504207924956,0.03337168384209582,0.3333333333333333,0.9999999999912791,2.316859673365799e-10,0.25730463315375524,0.05000000000002046,0.23,-1.0986122886681098,-2.995732273553582
39,A10249252O9I20MRSOBVF,71,"(2, 5)",0.06666666666666667,0.6546695645285008,0.03768932947955436,0.3333333333333333,1.0,1.7421524176553248e-26,8.721023902997492e-12,0.06666666666666667,0.23,-1.0986122886681098,-2.70805020110221
