,worker,true_prob_idx,coords,h1Gd_lit,H_lit,KL_lit,dGh1_lit,h1Gd_prag,H_prag,KL_prag,dGh1_prag,log dGh1_lit,log dGh1_prag
0,A110KENBXU7SUJ,47,"(0, 4)",0.5,0.6931471805599453,0.6931471805599453,0.041666666666666664,0.498746422768241,0.6931440376449007,0.6931503234749901,0.082708898962381,-3.1780538303479458,-2.4924280773923058
1,A110KENBXU7SUJ,47,"(5, 1)",1.0,0.0,0.6931471805599453,0.0036231884057971015,1.0,0.0,0.6956574831982898,0.009523809497128553,-5.62040086571715,-4.653960352959025
2,A110KENBXU7SUJ,60,"(4, 4)",0.5,0.6931471805599453,0.6931471805599453,0.08333333333333333,0.5,0.6931471805599453,0.6931471805599453,0.16666666666666666,-2.4849066497880004,-1.791759469228055
3,A110KENBXU7SUJ,60,"(4, 2)",0.5,0.6931471805599453,0.0,0.015151515151515152,0.5,0.6931471805599453,0.0,0.03030303026976674,-4.189654742026425,-3.4965075625641777
4,A110KENBXU7SUJ,62,"(5, 0)",0.25,1.3862943611198906,0.0,0.08333333333333333,0.25,1.3862943611198906,0.0,0.08333333333333333,-2.4849066497880004,-2.4849066497880004
5,A110KENBXU7SUJ,63,"(2, 2)",0.3333333333333333,1.0986122886681096,0.28768207245178085,0.05263157894736842,0.29822267895890475,1.0957858235602596,0.290508537559631,0.0627837218860852,-2.9444389791664407,-2.768059444743157
6,A110KENBXU7SUJ,63,"(5, 4)",0.3333333333333333,1.0986122886681096,0.0,0.005847953216374269,0.25562859634271645,1.0843936637423504,0.004465147441275331,0.005979616288718514,-5.14166355650266,-5.119398878844442
7,A110KENBXU7SUJ,63,"(5, 1)",0.3333333333333333,1.0986122886681096,0.0,0.0010319917440660474,0.20443257998734596,1.0579315352051895,0.00722945763018917,0.0008438909390602518,-6.876264611890766,-7.077487290840751
8,A110KENBXU7SUJ,64,"(1, 3)",0.5,0.6931471805599453,0.6931471805599453,0.05555555555555555,0.3027042114037398,0.6131381929769794,0.7731561681429112,0.0672676025341644,-2.890371757896165,-2.69907654703023
9,A110KENBXU7SUJ,64,"(4, 0)",1.0,0.0,0.6931471805599453,0.006535947712418301,1.0,0.0,1.1949991502539556,0.026143749583611937,-5.030437921392435,-3.644145138700634
